response,context_0,speaker_0,context_1,speaker_1,context_2,speaker_2,context_3,speaker_3,context_4,speaker_4,context_5,speaker_5,context_6,speaker_6
"Wow, Rick! That's -- That's one -- one heck of a story. I sure do wish I could have been there to see it happen.","Anyway, that's how I escaped from space prison! Oh, scary place.",Rick,"Well, Jerry, what kind of wife would I be if I did anything to stand in your way?",Beth,"But, Beth, what kind of man would say something like that if the universe needed his penis!?!",Jerry,"You know, I think, the bottom line is, Jerry, if you want to keep your penis, you should say, out loud, ""I prefer to keep my penis.""",Beth,"Beth, can we talk about this privately?",Jerry,"Well I don't think that's fair at all, Jerry. At all. In fact, I think this whole paradigm has sexist overtones.",Beth,"Uh, well, Beth, I don't think your decision should be based on politics. Who could argue with a wife's decision to keep her LOVER INTACT.",Jerry
"Listen, Morty, I hate to break it to you, but what people call ""love"" is a chemical reaction that compels animals to breed. It hits hard, Morty, then it slowly fades, leaving you stranded in a failing marriage. I did it, your parents are gonna do it. Break the cycle, Morty. Rise above. Focus on science.","Come on, Rick, don't talk about my parents like that.",Morty,"Jerry, it's your house, whatever you say it is is how it is,  but I think a blind man could see that Beth is looking for the door. I barely have a reason to care and even I noticed.",Rick,"My marriage is fine, thank you.",Jerry,"Sorry, please proceed with your story about banging my daughter in high school.  I'm not sure you want to take romantic advice from this guy, Morty, his marriage is hanging from a thread.",Rick,"I beg your pardon, Rick, INAPPROPRIATE.",Jerry,"I should get her pregnant, then she'll have to marry me.",Rick,"Ahhh, well,  I remember feeling that way about a young lady named your mom, and that's not an urban dis, your mom was my Jessica. I remember the first time I saw her, I thought...",Jerry
"Yeah, see, I thought something was fishy there, because it's usually Morty's grandpa that's taking him out of school.","Boom! Told you! In your face! He is ruining our child! Wait, what am I celebrating?",Jerry,I done been notifying you. Have you not been getting the messages I've been leaving with Morty's grandfather?,Principal Vagina,What? Why didn't you notify us?,Beth,"The fact is, your son, Morty, has attended this school for a total of seven hours over the last two months.",Principal Vagina,"Oh, man.",Morty,"Come on, Morty. Please, Morty. You have to do it, Morty.",Rick,In my butt?,Morty
Jerry's going to spend some time divorced.,"What the fuck? Not cool, Jerry! A man's garage is his castle.",Rick,"Seems like you guys need some privacy. I'll, uh -- I'll be in the garage.",Rick,"Beth, it's him or me!",Jerry,"No, you're right. Where's the vodka?",Rick,"Um..okay. No. No, no, no. Foot down time.",Jerry,"Jerry, is there any light beer left? It's insane what you miss in prison.",Rick,I was right. He turned himself in on purpose. It was all part of his plan!,Summer
What the fuck?,"20 yards, nine-gauge plasma pistol, My first shot would liquify her insides and injure you, second shot adds recoil. The risk to me is minimized if I wait for you to shoot her, which I'm encouraging you to do.",Rick,Why not shoot through her?,Riq IV,R-Rick?,Morty,"Oh, my God. He's not bluffing. He's not bluffing!",Summer,"I came to kill you, bro. That's not even my original Summer.",Rick,"You're a rogue Rick -- irrational, passionate. You love your grandkids. You came to rescue them.",Riq IV,"That's a bluff. He's bluffing, sir. He loves me.",Summer
"You-you don't have to worry about me getting with Jessica or anything. Sh-sh-she— she, she, she's all for you, Morty.","What are you talking about, Rick?",Morty,"I-I get what you're trying to say, Morty. Listen, I'm not...  You don't got... Y-you don’t gotta worry about me trying to fool around with Jessica or mess around with Jessica or anything. I'm not that kind of guy, Morty.",Rick,"No, you can't!  Jessica doesn't even know I exist! But—but, but forget about that, because you can't blow up humanity!",Morty,"And so that's the surprise, Morty.",Rick,Whhhh-wha?,Morty,And Jessica's gonna be Eve.,Rick,Ohh...,Morty
"Emotionally speaking, honey, Shoney's is my home.","Dad, it's great to have you back, no matter where we are, but wouldn't you like to go home?",Beth,"Oh, come on. Who wants to watch a mad scientist use handmade sci-fi tools to take out highly trained alien guards when we can sit here and be a family at Shoney's?",Rick,"Wow, Rick! That's -- That's one -- one heck of a story. I sure do wish I could have been there to see it happen.",Morty,"Anyway, that's how I escaped from space prison! Oh, scary place.",Rick,"Well, Jerry, what kind of wife would I be if I did anything to stand in your way?",Beth,"But, Beth, what kind of man would say something like that if the universe needed his penis!?!",Jerry,"You know, I think, the bottom line is, Jerry, if you want to keep your penis, you should say, out loud, ""I prefer to keep my penis.""",Beth
"He made us all take a look at what we were doing, and at the bargain he got a taste of real freedom.","There's a Rick who held a factory hostage after murdering his boss and several co-workers. The factory made cookies, flavored him with lies.",Narrator,Where are we going?,Rick J-22,Fifteen years.,Rick J-22,Rick. And I'm--,Rick J-22,"Then come and get me, motherfuckers!!",Rick J-22,A portal to the Blender Dimension?! That's the oldest trick in the book! I'm a Rick! I'm more Rick than any of you!!,Rick J-22,"A bad place, but you're going to a better one soon.",Rick J-22
W-We just missed you a lot.,"Summer, Morty, are you okay?",Beth,"Hi, dad.",Beth,"Negative visualization, Jerry. It explains a lot about where you're at. Hi, sweety.",Rick,"...A THING OR TWO ABOUT... wait, what? Was the house...? When we pulled up I could have sworn the house was completely trashed.",Jerry,"Shhh, Morty!",Rick,"Uh, did we ever put that mattress under Mr. Benson?",Morty,And away we go!,Rick
"Oh God, now there's three of them, we're outnumbered! Get in the cupboards! Wait, don't don't do that, they'll know... wait wait, think about getting in the cupboards but don't really. AAAAH IS THIS WHAT YOU WANT YOU SICK FUCKS? YOU WANNA SEE CHILDREN DIE?",Whoa whoa!,All Mortys,Ahh!,All Summers,Me!,All Ricks,Who?,All Summers,Saving our lives. After he takes me out he's gonna be coming for you!,All Ricks,Rick what the hell are you doing?,All Mortys,That son of a bitch is gonna kill me!,All Ricks
"Ugh! Oh, Christ...",Someone wake up Sanchez.,Supernova,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Million Ants,Are you all right?,Supernova,Aah!  Gun turret.,Million Ants,All aboard!,Alan,"Star Mother, grant me your wrath!",Supernova,"Security drones, inbound.",Vance
"Alright! That's enough. You're talking about my species! We understand genocide, we do it sometimes!","Yeah, but, I mean-",Jerry,"It's perfect! The configuration of veins, the ratio of thickness to elasticity, the delicate asymmetry of what you call ""your balls"". With relatively few adjustments, your genitals can be molded into a working heart for the most important man in the universe!",Alien Doctor,I see-WAIT! What?,Jerry,My goodness.,Jerry,"Relax Mr. Smith, you're in an alien hospital. I mean to you it's an alien hospital, to me you're just in a hospital. There's another matter we need to discuss with you.",Alien Doctor,Where am I?,Jerry,"Well you're thirty-nine years too late, or however old he is. Is he fifty? Oh man, Beth is, is Jerry fifity!?",Rick
"...So I thought, why not just do your job for you so we can have a little fun game.","Look, I'm a lit-- little more complex than you guys and, no offense, but I've always suspected that a lot of what you do in a year could be knocked out in a couple of hours.",Rick,"Obviously? You came here and defeated our arch-nemesis while so drunk, you don't remember doing it? That's something obvious to you?",Supernova,"Obviously, I came here last night during a blackout.",Rick,"Rick? What's going on, buddy?",Vance,"If you guys are watching this, you're, you know, the Vindicators. So now that we know...",Drunk Rick,"Welp, it's official. I had too much to drink last night.",Rick,"Check, check, One, two. Okay, is it recording? Good. Hello, Vindicators. Welcome to your reckoning, babyyyyyyyy!!",Drunk Rick
"Whoa, yeah!","Rick Sanchez, Tinkerer of Terror. Man, that's hard to say. And... Morty, right?",Vance,"Uh, I was also late because of my drinking and metioned it to zero applause.",Rick,Happy hour.,Morty,Sorry I'm late. It was happy hour.,Vance,"Vance Maximus, Renegade Star Soldier!",Morty,"Thanks, Noob-Noob! This guy gets it.",Rick,"Alan Rails, ladies and gentleman. After his parents' tragic death in a railroad accident, he gained the power to summon ghiost trains. It's not all bad, though. They were spared having to see their grown son wear a whistle!",Rick
I’m sure that has… that has nothing to do with this.,"Nup-oo-nup-oo-nup-oo-nups… ooh, tough crowd.",Rick,"Mr. President, if I’ve learned one thing today, it’s that sometimes, you have to not give a fuck!",Morty,"I’m really bad at this, Morty! There are way too many buttons on this thing!",President,Hey! Look at the heads! Looks like the heads are gettin’ angry!,Mr. Goldenfold,Headward free now to rise!,Principal Vagina,"Ahem.  Uhhh… lop-oo-lop-oo-lop-oo-dups, nop-oo-nop-oo-nop-oo-nuts.",Rick,SHOW ME WHAT YOU GOT.,Cromulon
"Aw geez, hey, what’s goin’ on, fellas?",Lemme turn over a few rocks.,Cop Morty,"Any mutations? Augmentations? Three eyes, a tail, maybe a buzzcut?",Cop Rick,"Yeah, make sure you get that down.",Cop Morty,"No Ricks, no families, high off their asses and runnin’ amok. Mortys are raised to be sidekicks. Without a side to kick, they just start kickin’.",Cop Morty,I-I thought I saw a fly.,Lizard Morty,Me too.,Glasses Morty,"Okay, fine. I’m in.",Lizard Morty
Allahu  akbar! We're gonna take control of this plane! We're gonna 9/11 it unless Morty Smith gets better grades in math!,You better stop with that.,Mrs. Pancakes,"Oh, jiggle it now.",Mr. Goldenfold,"No, you didn't.",Mrs. Pancakes,Make it bounce.,Mr. Goldenfold,"All right, Morty, time to make our move.",Rick,"Oh, I think you've had enough, sir.",Mrs. Pancakes,I'll take two.,Mr. Goldenfold
How do you know about that?,You’re gonna wanna put them on that giant speaker system at your sonic testing facility at Area 51.,Rick,"All right, all right. Thank you, Mr. Sanchez. Change of plan, people. Get me Pharrell, Randy Newman, Billy Corgan, and The-Dream.  The-Dream? He wrote “Umbrella” and “Single Ladies”? You people haven’t heard of The-Dream?",President,"No, Frasier. A live performance of a newly-written, catchy, original song. The Cromulon feed on the talent and showmanship of less-evolved lifeforms.",Rick,"I’ve seen enough of the galaxy to know that what we’ve got here is a Cromulon from the Cygnus-5 Expanse. So you can forget about nukes, and you can forget about math.  This head won’t go away until  Earth shows them it’s got a hit song.",Rick,Hey.,Morty,My name is Rick Sanchez. This here’s my grandson Morty.,Rick,Stand down. Everybody stand down! I’m the leader of these people and I’m unarmed. There’s no need for any more snake-makery.,President
"Rick, you're up.","Ugh! Oh, Christ...",Rick,Someone wake up Sanchez.,Supernova,Yes. I only lost 400 ants. My queen is laying more.  I am back to one million ants.,Million Ants,Are you all right?,Supernova,Aah!  Gun turret.,Million Ants,All aboard!,Alan,"Star Mother, grant me your wrath!",Supernova
No idea what you're talking about.,Frank Palicky was frozen to death today!,Summer,"Okay, Jerry. You drive a hard bargain, but what am I supposed to do? Say no? You-you really wear the pants around here. I just want you to know, between us, from now on, it's gonna be clear communication.",Rick,"No, I-I understand. Uh, maybe we overreacted. But he has to keep going to school.",Jerry,"Jerry, I don't want whatever's happening here to stop.",Beth,I told the both of you school is stupid. It's not how you learn things. Morty's a gifted child. He has a special mind. That's why he's my little helper. He's like me. He's gonna be doing great science stuff later in his life. He's too smart for school. He needs to keep hanging out and helping me.,Rick,But—,Jerry,"""The increment in the internal energy of a system is equal to the increment of heat supplied to the system."" Wow! I'm so smart!",Morty
