response,context
Every day.,"[{""text"": ""What are you, stupid? We\u2019re done with the Citadel of Ricks. I was  never on board with it in the first place, that\u2019s why I murdered everyone in charge and left it to rot."", ""speaker"": ""Rick""}, {""text"": ""They tried to murder him first."", ""speaker"": ""Morty""}, {""text"": ""Yeah, he knows. He murdered them."", ""speaker"": ""Morty""}]"
You don’t have to be a dick.,"[{""text"": ""They tried to murder him first."", ""speaker"": ""Morty""}, {""text"": ""Yeah, he knows. He murdered them."", ""speaker"": ""Morty""}, {""text"": ""Every day."", ""speaker"": ""Rick""}]"
"Well, you can keep wondering that while we go on our fun, fresh, self-contained adventure to Atlantis.  Anyone continuing to explore the Citadel is either stupid, or one of the unfortunate millions held hostage by their terrible ideas.","[{""text"": ""Every day."", ""speaker"": ""Rick""}, {""text"": ""You don\u2019t have to be a dick."", ""speaker"": ""Rick""}, {""text"": ""Geez. I didn\u2019t know there were still Ricks and Mortys living on the Citadel. I wonder what their day-to-day lives are like."", ""speaker"": ""Morty""}]"
"Oh! S-sorry, I was expecting--","[{""text"": ""You shouldn\u2019t, sir. You should be terrified."", ""speaker"": ""Campaign Manager Morty""}, {""text"": ""Maybe you should find a little faith, young man."", ""speaker"": ""Candidate Morty""}, {""text"": ""You don\u2019t pay me to have faith! And we\u2019re the same age!"", ""speaker"": ""Campaign Manager Morty""}]"
"That’s pretty harsh, sir.","[{""text"": ""Get the fuck off the car, you Rickless fuckin\u2019 animal!"", ""speaker"": ""Cop Morty""}, {""text"": ""WHOA!!"", ""speaker"": ""Morty""}, {""text"": ""The election\u2019s got these yellow shirts more riled up than a Picture Day Jessica."", ""speaker"": ""Cop Morty""}]"
"Look, I’m just saying. Makes me a little sad to hear a Morty cop calling Mortys “animals”.","[{""text"": ""The election\u2019s got these yellow shirts more riled up than a Picture Day Jessica."", ""speaker"": ""Cop Morty""}, {""text"": ""That\u2019s pretty harsh, sir."", ""speaker"": ""Cop Rick""}, {""text"": ""So report me. Nobody gives a fuck."", ""speaker"": ""Cop Morty""}]"
"Well, I’m glad to know there’s more like me.","[{""text"": ""So report me. Nobody gives a fuck."", ""speaker"": ""Cop Morty""}, {""text"": ""Look, I\u2019m just saying. Makes me a little sad to hear a Morty cop calling Mortys \u201canimals\u201d."", ""speaker"": ""Cop Rick""}, {""text"": ""Well, it makes me sad to see another Rick cop buying into his sensitivity training."", ""speaker"": ""Cop Morty""}]"
Fifth and ? That’s Mortytown.,"[{""text"": ""Well, it makes me sad to see another Rick cop buying into his sensitivity training."", ""speaker"": ""Cop Morty""}, {""text"": ""Well, I\u2019m glad to know there\u2019s more like me."", ""speaker"": ""Cop Rick""}, {""text"": ""Oh, there was one. Why do you think that seat was empty?"", ""speaker"": ""Cop Morty""}]"
"""Good idea, Rick.""","[{""text"": ""Oh, there was one. Why do you think that seat was empty?"", ""speaker"": ""Cop Morty""}, {""text"": ""Fifth and ? That\u2019s Mortytown."", ""speaker"": ""Cop Rick""}, {""text"": ""Unit 7 responding."", ""speaker"": ""Cop Morty""}]"
"""This is a great adventure.""","[{""text"": ""Fifth and ? That\u2019s Mortytown."", ""speaker"": ""Cop Rick""}, {""text"": ""Unit 7 responding."", ""speaker"": ""Cop Morty""}, {""text"": ""\""Good idea, Rick.\"""", ""speaker"": ""Teacher Rick""}]"
"""I love being your new Morty.""","[{""text"": ""Unit 7 responding."", ""speaker"": ""Cop Morty""}, {""text"": ""\""Good idea, Rick.\"""", ""speaker"": ""Teacher Rick""}, {""text"": ""\""This is a great adventure.\"""", ""speaker"": ""Teacher Rick""}]"
"Very amusing, Mr. Smith. Almost as amusing as when your first Rick was decapitated on Zorpathion 9.  Or was that your third Rick? How many Ricks have you had?","[{""text"": ""\""This is a great adventure.\"""", ""speaker"": ""Teacher Rick""}, {""text"": ""\""I love being your new Morty.\"""", ""speaker"": ""Teacher Rick""}, {""text"": ""Farty!"", ""speaker"": ""Slick""}]"
"I see. So you are top of the class in something.  Tomorrow you will be transferred to your new Ricks. Hopefully, they will be your last. Yes, Slow Ri-- Tall Morty?","[{""text"": ""Farty!"", ""speaker"": ""Slick""}, {""text"": ""Very amusing, Mr. Smith. Almost as amusing as when your first Rick was decapitated on Zorpathion 9.  Or was that your third Rick? How many Ricks have you had?"", ""speaker"": ""Teacher Rick""}, {""text"": ""Five\u2026"", ""speaker"": ""Slick""}]"
"Anything’s possible, Tall Morty. Ugh…","[{""text"": ""Very amusing, Mr. Smith. Almost as amusing as when your first Rick was decapitated on Zorpathion 9.  Or was that your third Rick? How many Ricks have you had?"", ""speaker"": ""Teacher Rick""}, {""text"": ""Five\u2026"", ""speaker"": ""Slick""}, {""text"": ""I see. So you are top of the class in something.  Tomorrow you will be transferred to your new Ricks. Hopefully, they will be your last. Yes, Slow Ri-- Tall Morty?"", ""speaker"": ""Teacher Rick""}]"
"Any mutations? Augmentations? Three eyes, a tail, maybe a buzzcut?","[{""text"": ""I-I thought I saw a fly."", ""speaker"": ""Lizard Morty""}, {""text"": ""No Ricks, no families, high off their asses and runnin\u2019 amok. Mortys are raised to be sidekicks. Without a side to kick, they just start kickin\u2019."", ""speaker"": ""Cop Morty""}, {""text"": ""Yeah, make sure you get that down."", ""speaker"": ""Cop Morty""}]"
Do you realize how many codes you just violated?,"[{""text"": ""Hey man! C\u2019mon, aw geez!"", ""speaker"": ""Morty 2""}, {""text"": ""WANNA SEE HOW I PAINT A WALL?!"", ""speaker"": ""Cop Morty""}, {""text"": ""It was the Mortytown Locos, man! The Mortytown Locos!"", ""speaker"": ""Morty 2""}]"
Holy shit.,"[{""text"": ""I see it in our streets, where they give guns to Mortys so we\u2019re too busy fighting each other to fight real injustice."", ""speaker"": ""Candidate Morty""}, {""text"": ""I see it in our factories, where Ricks work for a fraction of their boss\u2019s salary, even though they\u2019re identical and have the same IQ. The Citadel\u2019s problem isn\u2019t homeless Mortys or outraged Ricks."", ""speaker"": ""Candidate Morty""}, {""text"": ""The Citadel\u2019s problem is the Ricks and Mortys feeding on the Citadel\u2019s debt."", ""speaker"": ""Candidate Morty""}]"
"Your life is a lie, man.  All your lives are lies! Don’t you get it?! They told us we were special because we were Ricks, but they stripped us of anything that made us unique!","[{""text"": ""But I\u2019ve got a message for them, from the Ricks and Mortys keeping it alive. A message\u2026 from the Ricks and Mortys that believe in this Citadel to the Ricks and Mortys that don\u2019t"", ""speaker"": ""Candidate Morty""}, {""text"": ""Holy shit.  I don\u2019t believe it! I-I can\u2019t believe it!"", ""speaker"": ""Campaign Manager Morty""}, {""text"": ""I know.  That\u2019s why you\u2019re fired."", ""speaker"": ""Candidate Morty""}]"
"I-I-I want a portal gun. Unregistered, untraceable, with enough fluid to take me off this goddamn prison!","[{""text"": ""Holy shit.  I don\u2019t believe it! I-I can\u2019t believe it!"", ""speaker"": ""Campaign Manager Morty""}, {""text"": ""I know.  That\u2019s why you\u2019re fired."", ""speaker"": ""Candidate Morty""}, {""text"": ""Your life is a lie, man.  All your lives are lies! Don\u2019t you get it?! They told us we were special because we were Ricks, but they stripped us of anything that made us unique!"", ""speaker"": ""Rick J-22""}]"
Hands in the air!,"[{""text"": ""Another, please, with less water."", ""speaker"": ""Campaign Manager Morty""}, {""text"": ""I guess I shoulda had more faith."", ""speaker"": ""Campaign Manager Morty""}, {""text"": ""What\u2019s this?"", ""speaker"": ""Campaign Manager Morty""}]"
Is this what I think it is?,"[{""text"": ""What\u2019s this?"", ""speaker"": ""Campaign Manager Morty""}, {""text"": ""Hands in the air!"", ""speaker"": ""Cop Rick""}, {""text"": ""You guys doin\u2019 a little chemistry homework with Grandpa?"", ""speaker"": ""Cop Morty""}]"
"It’s okay, Morty.","[{""text"": ""Is this what I think it is?"", ""speaker"": ""Cop Rick""}, {""text"": ""Bootleg portal fluid."", ""speaker"": ""Cop Morty""}, {""text"": ""Guess his math was off. Search the place."", ""speaker"": ""Cop Morty""}]"
"He stabbed me! He got me bad, Morty.","[{""text"": ""Guess his math was off. Search the place."", ""speaker"": ""Cop Morty""}, {""text"": ""It\u2019s okay, Morty."", ""speaker"": ""Cop Rick""}, {""text"": ""Jesus!"", ""speaker"": ""Cop Morty""}]"
You were right…  Everything I learned in the academy was--,"[{""text"": ""Jesus!"", ""speaker"": ""Cop Morty""}, {""text"": ""He stabbed me! He got me bad, Morty."", ""speaker"": ""Cop Rick""}, {""text"": ""Shh, it\u2019s okay, you\u2019re okay."", ""speaker"": ""Cop Morty""}]"
Why is there a crib in here?,"[{""text"": ""Shh, it\u2019s okay, you\u2019re okay."", ""speaker"": ""Cop Morty""}, {""text"": ""You were right\u2026  Everything I learned in the academy was--"", ""speaker"": ""Cop Rick""}, {""text"": ""It doesn\u2019t matter.  Nothing\u2019s wrong with putting your faith in a Morty. You just gotta pick the right one."", ""speaker"": ""Cop Morty""}]"
"Boy, I got us knee-deep in paperwork, huh?","[{""text"": ""It doesn\u2019t matter.  Nothing\u2019s wrong with putting your faith in a Morty. You just gotta pick the right one."", ""speaker"": ""Cop Morty""}, {""text"": ""Why is there a crib in here?"", ""speaker"": ""Cop Rick""}, {""text"": ""Just somethin\u2019 they do to make you feel bad."", ""speaker"": ""Cop Morty""}]"
What happened?,"[{""text"": ""Just somethin\u2019 they do to make you feel bad."", ""speaker"": ""Cop Morty""}, {""text"": ""Boy, I got us knee-deep in paperwork, huh?"", ""speaker"": ""Cop Rick""}, {""text"": ""Go to the car and grab a MediPack. Lemme worry about this."", ""speaker"": ""Cop Morty""}]"
"No thank you, and bad math.","[{""text"": ""Hey!  Did you end up getting a new job?"", ""speaker"": ""Candidate Morty""}, {""text"": ""Yeah, I did. Assassinating you!"", ""speaker"": ""Campaign Manager Morty""}, {""text"": ""I'm okay... I'm okay... I'm...  Ohh..."", ""speaker"": ""Candidate Morty""}]"
What is the place?,"[{""text"": ""Yeah, I did. Assassinating you!"", ""speaker"": ""Campaign Manager Morty""}, {""text"": ""I'm okay... I'm okay... I'm...  Ohh..."", ""speaker"": ""Candidate Morty""}, {""text"": ""No thank you, and bad math."", ""speaker"": ""Cop Rick""}]"
Morty...,"[{""text"": ""\""The Creepy Morty\"". What is it your kind's always saying? \""Don't think about it.\"" Come on. There's someone important I want you to meet."", ""speaker"": ""Cop Morty""}, {""text"": ""They had a little accident. They won't be causing any trouble anymore."", ""speaker"": ""Cop Morty""}, {""text"": ""Big Morty likes to contribute to keeping the peace in Mortytown.  Think of him as a drug lord, and us his cops on his payroll."", ""speaker"": ""Cop Morty""}]"
"M-m-my partner. Morty, you're right. Mortytown is bad, but that doesn't mean that we have to be.","[{""text"": ""They had a little accident. They won't be causing any trouble anymore."", ""speaker"": ""Cop Morty""}, {""text"": ""Big Morty likes to contribute to keeping the peace in Mortytown.  Think of him as a drug lord, and us his cops on his payroll."", ""speaker"": ""Cop Morty""}, {""text"": ""Morty..."", ""speaker"": ""Cop Rick""}]"
"Big Morty, you're under arrest.","[{""text"": ""M-m-my partner. Morty, you're right. Mortytown is bad, but that doesn't mean that we have to be."", ""speaker"": ""Cop Rick""}, {""text"": ""Don't worry about Rick, Big Morty. He's new. He doesn't understand how it works."", ""speaker"": ""Cop Morty""}, {""text"": ""Wh-why would you say something like that, Big Morty? You're fucking things up for both of us here!"", ""speaker"": ""Cop Morty""}]"
That's enough!,"[{""text"": ""Big Morty, you're under arrest."", ""speaker"": ""Cop Rick""}, {""text"": ""S-smartest man in the universe."", ""speaker"": ""Cop Morty""}, {""text"": ""Not so big now, are ya?"", ""speaker"": ""Cop Morty""}]"
"If you do, I'll talk.","[{""text"": ""Not so big now, are ya?"", ""speaker"": ""Cop Morty""}, {""text"": ""That's enough!"", ""speaker"": ""Cop Rick""}, {""text"": ""If we don't kill him, he'll talk!"", ""speaker"": ""Cop Morty""}]"
"You told me to put my faith in the right Morty. I got faith in you, partner. Do the right thing.","[{""text"": ""That's enough!"", ""speaker"": ""Cop Rick""}, {""text"": ""If we don't kill him, he'll talk!"", ""speaker"": ""Cop Morty""}, {""text"": ""If you do, I'll talk."", ""speaker"": ""Cop Rick""}]"
